,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status,LoanAmount_log,Total_income
240,LP001798,1,1,2,1,0,5819,5000.0,120.0,360.0,1.0,0,1,4.787491742782046,1.5660066297600124
241,LP001800,1,1,1,0,0,2510,1983.0,140.0,180.0,1.0,2,0,4.941642422609304,1.5976977501549372
242,LP001806,1,0,0,1,0,2965,5701.0,155.0,60.0,1.0,2,1,5.043425116919247,1.6180854379591356
243,LP001807,1,1,2,1,1,6250,1300.0,108.0,360.0,1.0,0,1,4.68213122712422,1.5437533966819692
244,LP001811,1,1,0,0,0,3406,4417.0,123.0,360.0,1.0,1,1,4.812184355372417,1.5711511089688401
245,LP001813,1,0,0,1,1,6050,4333.0,120.0,180.0,1.0,2,0,4.787491742782046,1.5660066297600124
246,LP001814,1,1,2,1,0,9703,0.0,112.0,360.0,1.0,2,1,4.718498871295094,1.5514907132708071
247,LP001819,1,1,1,0,0,6608,0.0,137.0,180.0,1.0,2,1,4.919980925828125,1.5933046536324995
248,LP001824,1,1,1,1,0,2882,1843.0,123.0,480.0,1.0,1,1,4.812184355372417,1.5711511089688401
249,LP001825,1,1,0,1,0,1809,1868.0,90.0,360.0,1.0,2,1,4.499809670330265,1.5040351003996315
250,LP001835,1,1,0,0,0,1668,3890.0,201.0,360.0,0.0,1,0,5.303304908059076,1.6683301937789266
251,LP001836,0,0,2,1,0,3427,0.0,138.0,360.0,1.0,2,0,4.927253685157205,1.5947817710037706
252,LP001841,1,0,0,0,1,2583,2167.0,104.0,360.0,1.0,0,1,4.6443908991413725,1.535660233235027
253,LP001843,1,1,1,0,0,2661,7101.0,279.0,180.0,1.0,1,1,5.631211781821365,1.7283246555495033
254,LP001844,1,0,0,1,1,16250,0.0,192.0,360.0,0.0,2,0,5.2574953720277815,1.6596547483333284
255,LP001846,0,0,3,1,0,3083,0.0,255.0,360.0,1.0,0,1,5.541263545158426,1.7122225514970442
256,LP001849,1,0,0,0,0,6045,0.0,115.0,360.0,0.0,0,0,4.74493212836325,1.557077128137304
257,LP001854,1,1,3,1,0,5250,0.0,94.0,360.0,1.0,2,0,4.543294782270004,1.5136524718106426
258,LP001859,1,1,0,1,0,14683,2100.0,304.0,360.0,1.0,0,0,5.717027701406222,1.7434490377145977
259,LP001864,1,1,3,0,0,4931,0.0,128.0,360.0,1.0,1,0,4.852030263919617,1.5793972284736488
260,LP001865,1,1,1,1,0,6083,4250.0,330.0,360.0,1.0,2,1,5.799092654460526,1.7577014664284185
261,LP001868,1,0,0,1,0,2060,2209.0,134.0,360.0,1.0,1,1,4.897839799950911,1.5887942507576207
262,LP001870,0,0,1,1,0,3481,0.0,155.0,36.0,1.0,1,0,5.043425116919247,1.6180854379591356
263,LP001871,0,0,0,1,0,7200,0.0,120.0,360.0,1.0,0,1,4.787491742782046,1.5660066297600124
264,LP001872,1,0,0,1,1,5166,0.0,128.0,360.0,1.0,1,1,4.852030263919617,1.5793972284736488
265,LP001875,1,0,0,1,0,4095,3447.0,151.0,360.0,1.0,0,1,5.017279836814924,1.612887921665338
266,LP001877,1,1,2,1,0,4708,1387.0,150.0,360.0,1.0,1,1,5.0106352940962555,1.611562712266506
267,LP001882,1,1,3,1,0,4333,1811.0,160.0,360.0,0.0,2,1,5.075173815233827,1.6243607736485148
268,LP001883,0,0,0,1,0,3418,0.0,135.0,360.0,1.0,0,0,4.90527477843843,1.590311111517258
269,LP001884,0,0,1,1,0,2876,1560.0,90.0,360.0,1.0,2,1,4.499809670330265,1.5040351003996315
270,LP001888,0,0,0,1,0,3237,0.0,30.0,360.0,1.0,2,1,3.4011973816621555,1.224127540701542
271,LP001891,1,1,0,1,0,11146,0.0,136.0,360.0,1.0,2,1,4.912654885736052,1.5918145056013675
272,LP001892,1,0,0,1,0,2833,1857.0,126.0,360.0,1.0,0,1,4.836281906951478,1.5761462244678353
273,LP001894,1,1,0,1,0,2620,2223.0,150.0,360.0,1.0,1,1,5.0106352940962555,1.611562712266506
274,LP001896,1,1,2,1,0,3900,0.0,90.0,360.0,1.0,1,1,4.499809670330265,1.5040351003996315
275,LP001900,1,1,1,1,0,2750,1842.0,115.0,360.0,1.0,1,1,4.74493212836325,1.557077128137304
276,LP001903,1,1,0,1,0,3993,3274.0,207.0,360.0,1.0,1,1,5.332718793265369,1.6738612006698723
277,LP001904,1,1,0,1,0,3103,1300.0,80.0,360.0,1.0,2,1,4.382026634673881,1.4775113193551406
278,LP001907,1,1,0,1,0,14583,0.0,436.0,360.0,1.0,1,1,6.077642243349034,1.8046168318456508
279,LP001908,0,1,0,0,0,4100,0.0,124.0,360.0,1.0,0,1,4.820281565605037,1.572832342456985
280,LP001910,1,0,1,0,1,4053,2426.0,158.0,360.0,0.0,2,0,5.062595033026967,1.6218792042124106
281,LP001914,1,1,0,1,0,3927,800.0,112.0,360.0,1.0,1,1,4.718498871295094,1.5514907132708071
282,LP001915,1,1,2,1,0,2301,985.7999878,78.0,180.0,1.0,2,1,4.356708826689592,1.4717169160496426
283,LP001917,0,0,0,1,0,1811,1666.0,54.0,360.0,1.0,2,1,3.9889840465642745,1.3835365735581087
284,LP001922,1,1,0,1,0,20667,0.0,128.0,360.0,1.0,0,0,4.852030263919617,1.5793972284736488
285,LP001924,1,0,0,1,0,3158,3053.0,89.0,360.0,1.0,0,1,4.48863636973214,1.5015489517809617
286,LP001925,0,0,0,1,1,2600,1717.0,99.0,300.0,1.0,1,0,4.59511985013459,1.524994838195378
287,LP001926,1,1,0,1,0,3704,2000.0,120.0,360.0,1.0,0,1,4.787491742782046,1.5660066297600124
288,LP001931,0,0,0,1,0,4124,0.0,115.0,360.0,1.0,1,1,4.74493212836325,1.557077128137304
289,LP001935,1,0,0,1,0,9508,0.0,187.0,360.0,1.0,0,1,5.231108616854587,1.654623228243748
290,LP001936,1,1,0,1,0,3075,2416.0,139.0,360.0,1.0,0,1,4.9344739331306915,1.5962460680403698
291,LP001938,1,1,2,1,0,4400,0.0,127.0,360.0,0.0,1,0,4.844187086458591,1.5777794472527427
292,LP001940,1,1,2,1,0,3153,1560.0,134.0,360.0,1.0,2,1,4.897839799950911,1.5887942507576207
293,LP001945,0,0,0,1,0,5417,0.0,143.0,480.0,0.0,2,0,4.962844630259907,1.6019790905057438
294,LP001947,1,1,0,1,0,2383,3334.0,172.0,360.0,1.0,1,1,5.147494476813453,1.6385100869349585
295,LP001949,1,1,3,1,0,4416,1250.0,110.0,360.0,1.0,2,1,4.700480365792417,1.5476647089811362
296,LP001953,1,1,1,1,0,6875,0.0,200.0,360.0,1.0,1,1,5.298317366548036,1.6673892921414593
297,LP001954,0,1,1,1,0,4666,0.0,135.0,360.0,1.0,2,1,4.90527477843843,1.590311111517258
298,LP001955,0,0,0,1,0,5000,2541.0,151.0,480.0,1.0,0,0,5.017279836814924,1.612887921665338
299,LP001963,1,1,1,1,0,2014,2925.0,113.0,360.0,1.0,2,0,4.727387818712341,1.5533727917527633
300,LP001964,1,1,0,0,0,1800,2934.0,93.0,360.0,0.0,2,0,4.532599493153256,1.511295614460169
301,LP001972,1,1,0,0,0,2875,1750.0,105.0,360.0,1.0,1,1,4.653960350157523,1.537718545324583
302,LP001974,0,0,0,1,0,5000,0.0,132.0,360.0,1.0,0,1,4.882801922586371,1.5857192195601266
303,LP001977,1,1,1,1,0,1625,1803.0,96.0,360.0,1.0,2,1,4.564348191467836,1.5182757199460604
304,LP001978,1,0,0,1,0,4000,2500.0,140.0,360.0,1.0,0,1,4.941642422609304,1.5976977501549372
305,LP001990,1,0,0,0,0,2000,0.0,128.0,360.0,1.0,2,0,4.852030263919617,1.5793972284736488
306,LP001993,0,0,0,1,0,3762,1666.0,135.0,360.0,1.0,0,1,4.90527477843843,1.590311111517258
307,LP001994,0,0,0,1,0,2400,1863.0,104.0,360.0,0.0,2,0,4.6443908991413725,1.535660233235027
308,LP001996,1,0,0,1,0,20233,0.0,480.0,360.0,1.0,0,0,6.173786103901937,1.8203122808251364
309,LP001998,1,1,2,0,0,7667,0.0,185.0,360.0,1.0,0,1,5.220355825078324,1.652565565295187
310,LP002002,0,0,0,1,0,2917,0.0,84.0,360.0,1.0,1,1,4.430816798843313,1.4885839460327333
311,LP002004,1,0,0,0,0,2927,2405.0,111.0,360.0,1.0,1,1,4.709530201312334,1.5495881581091657
312,LP002006,0,0,0,1,0,2507,0.0,56.0,360.0,1.0,0,1,4.02535169073515,1.392612283633577
313,LP002008,1,1,2,1,1,5746,0.0,144.0,84.0,1.0,0,1,4.969813299576001,1.6033822739252712
314,LP002024,1,1,0,1,0,2473,1843.0,159.0,360.0,1.0,0,0,5.0689042022202315,1.6231246605584686
315,LP002031,1,1,1,0,0,3399,1640.0,111.0,180.0,1.0,2,1,4.709530201312334,1.5495881581091657
316,LP002035,1,1,2,1,0,3717,0.0,120.0,360.0,1.0,1,1,4.787491742782046,1.5660066297600124
317,LP002036,1,1,0,1,0,2058,2134.0,88.0,360.0,1.0,2,1,4.477336814478207,1.4990284086108943
318,LP002043,0,0,1,1,0,3541,0.0,112.0,360.0,1.0,1,1,4.718498871295094,1.5514907132708071
319,LP002050,1,1,1,1,1,10000,0.0,155.0,360.0,1.0,0,0,5.043425116919247,1.6180854379591356
320,LP002051,1,1,0,1,0,2400,2167.0,115.0,360.0,1.0,1,1,4.74493212836325,1.557077128137304
321,LP002053,1,1,3,1,0,4342,189.0,124.0,360.0,1.0,1,1,4.820281565605037,1.572832342456985
322,LP002054,1,1,2,0,0,3601,1590.0,128.0,360.0,1.0,0,1,4.852030263919617,1.5793972284736488
323,LP002055,0,0,0,1,0,3166,2985.0,132.0,360.0,1.0,0,1,4.882801922586371,1.5857192195601266
324,LP002065,1,1,3,1,0,15000,0.0,300.0,360.0,1.0,0,1,5.703782474656201,1.7411295468056076
325,LP002067,1,1,1,1,1,8666,4983.0,376.0,360.0,0.0,0,0,5.929589143389895,1.7799549261894412
326,LP002068,1,0,0,1,0,4917,0.0,130.0,360.0,0.0,0,1,4.867534450455582,1.582587535887981
327,LP002082,1,1,0,1,1,5818,2160.0,184.0,360.0,1.0,1,1,5.214935757608986,1.6515267696058114
328,LP002086,0,1,0,1,0,4333,2451.0,110.0,360.0,1.0,2,0,4.700480365792417,1.5476647089811362
329,LP002087,0,0,0,1,0,2500,0.0,67.0,360.0,1.0,2,1,4.204692619390966,1.436201191916192
330,LP002097,1,0,1,1,0,4384,1793.0,117.0,360.0,1.0,2,1,4.762173934797756,1.5607042729746456
331,LP002098,1,0,0,1,0,2935,0.0,98.0,360.0,1.0,1,1,4.584967478670572,1.5227830126997552
332,LP002100,1,0,0,1,0,2833,0.0,71.0,360.0,1.0,2,1,4.2626798770413155,1.4498980416116356
333,LP002101,1,1,0,1,0,63337,0.0,490.0,180.0,1.0,2,1,6.194405391104672,1.8236465284091044
334,LP002103,1,1,1,1,1,9833,1833.0,182.0,180.0,1.0,2,1,5.204006687076795,1.6494288456372879
335,LP002106,1,1,0,1,1,5503,4490.0,70.0,360.0,1.0,1,1,4.248495242049359,1.4465648595477707
336,LP002110,1,1,1,1,0,5250,688.0,160.0,360.0,1.0,0,1,5.075173815233827,1.6243607736485148
337,LP002112,1,1,2,1,1,2500,4600.0,176.0,360.0,1.0,0,1,5.170483995038151,1.6429663002001658
338,LP002113,0,0,3,0,0,1830,0.0,128.0,360.0,0.0,2,0,4.852030263919617,1.5793972284736488
339,LP002114,0,0,0,1,0,4160,0.0,71.0,360.0,1.0,1,1,4.2626798770413155,1.4498980416116356
340,LP002115,1,1,3,0,0,2647,1587.0,173.0,360.0,1.0,0,0,5.153291594497779,1.639635655072424
341,LP002116,0,0,0,1,0,2378,0.0,46.0,360.0,1.0,0,0,3.828641396489095,1.3425100134968837
342,LP002119,1,1,1,0,0,4554,1229.0,158.0,360.0,1.0,2,1,5.062595033026967,1.6218792042124106
343,LP002126,1,1,3,0,0,3173,0.0,74.0,360.0,1.0,1,1,4.30406509320417,1.4595599466308458
344,LP002128,1,1,2,1,0,2583,2330.0,125.0,360.0,1.0,0,1,4.8283137373023015,1.5744972839952205
345,LP002129,1,1,0,1,0,2499,2458.0,160.0,360.0,1.0,1,1,5.075173815233827,1.6243607736485148
346,LP002130,1,1,0,0,0,3523,3230.0,152.0,360.0,0.0,0,0,5.0238805208462765,1.614202647204422
347,LP002131,1,1,2,0,0,3083,2168.0,126.0,360.0,1.0,2,1,4.836281906951478,1.5761462244678353
348,LP002137,1,1,0,1,0,6333,4583.0,259.0,360.0,1.0,1,1,5.556828061699537,1.7150274529696439
349,LP002138,1,1,0,1,0,2625,6250.0,187.0,360.0,1.0,0,1,5.231108616854587,1.654623228243748
350,LP002139,1,1,0,1,0,9083,0.0,228.0,360.0,1.0,1,1,5.429345628954441,1.691818616362426
351,LP002140,1,0,0,1,0,8750,4167.0,308.0,360.0,1.0,0,0,5.730099782973574,1.7457329447065377
352,LP002141,1,1,3,1,0,2666,2083.0,95.0,360.0,1.0,0,1,4.553876891600541,1.5159789342503565
353,LP002142,0,1,0,1,1,5500,0.0,105.0,360.0,0.0,0,0,4.653960350157523,1.537718545324583
354,LP002143,0,1,0,1,0,2423,505.0,130.0,360.0,1.0,1,1,4.867534450455582,1.582587535887981
355,LP002144,0,0,0,1,0,3813,0.0,116.0,180.0,1.0,2,1,4.7535901911063645,1.5589001622577283
356,LP002149,1,1,2,1,0,8333,3167.0,165.0,360.0,1.0,0,1,5.10594547390058,1.6304056399335578
357,LP002151,1,1,1,1,0,3875,0.0,67.0,360.0,1.0,2,0,4.204692619390966,1.436201191916192
358,LP002158,1,1,0,0,0,3000,1666.0,100.0,480.0,0.0,2,0,4.605170185988092,1.5271796258079011
359,LP002160,1,1,3,1,0,5167,3167.0,200.0,360.0,1.0,1,1,5.298317366548036,1.6673892921414593
360,LP002161,0,0,1,1,0,4723,0.0,81.0,360.0,1.0,1,0,4.394449154672439,1.4803421887365897
361,LP002170,1,1,2,1,0,5000,3667.0,236.0,360.0,1.0,1,1,5.4638318050256105,1.698150339405538
362,LP002175,1,1,0,1,0,4750,2333.0,130.0,360.0,1.0,2,1,4.867534450455582,1.582587535887981
363,LP002178,1,1,0,1,0,3013,3033.0,95.0,300.0,1.0,2,1,4.553876891600541,1.5159789342503565
364,LP002180,1,0,0,1,1,6822,0.0,141.0,360.0,1.0,0,1,4.948759890378168,1.599137017997089
365,LP002181,1,0,0,0,0,6216,0.0,133.0,360.0,1.0,0,0,4.890349128221754,1.5872636973025485
366,LP002187,1,0,0,1,0,2500,0.0,96.0,480.0,1.0,1,0,4.564348191467836,1.5182757199460604
367,LP002188,1,0,0,1,0,5124,0.0,124.0,360.0,0.0,0,0,4.820281565605037,1.572832342456985
368,LP002190,1,1,1,1,0,6325,0.0,175.0,360.0,1.0,1,1,5.1647859739235145,1.641863663944111
369,LP002191,1,1,0,1,0,19730,5266.0,570.0,360.0,1.0,0,0,6.345636360828596,1.8477673894121152
370,LP002194,0,0,0,1,1,15759,0.0,55.0,360.0,1.0,1,1,4.007333185232471,1.3881259789913998
371,LP002197,1,1,2,1,0,5185,0.0,155.0,360.0,1.0,1,1,5.043425116919247,1.6180854379591356
372,LP002201,1,1,2,1,1,9323,7873.0,380.0,300.0,1.0,0,1,5.940171252720432,1.78173796338328
373,LP002205,1,0,1,1,0,3062,1987.0,111.0,180.0,0.0,2,0,4.709530201312334,1.5495881581091657
374,LP002209,0,0,0,1,0,2764,1459.0,110.0,360.0,1.0,2,1,4.700480365792417,1.5476647089811362
375,LP002211,1,1,0,1,0,4817,923.0,120.0,180.0,1.0,2,1,4.787491742782046,1.5660066297600124
376,LP002219,1,1,3,1,0,8750,4996.0,130.0,360.0,1.0,0,1,4.867534450455582,1.582587535887981
377,LP002223,1,1,0,1,0,4310,0.0,130.0,360.0,1.0,1,1,4.867534450455582,1.582587535887981
378,LP002224,1,0,0,1,0,3069,0.0,71.0,480.0,1.0,2,0,4.2626798770413155,1.4498980416116356
379,LP002225,1,1,2,1,0,5391,0.0,130.0,360.0,1.0,2,1,4.867534450455582,1.582587535887981
380,LP002226,1,1,0,1,0,3333,2500.0,128.0,360.0,1.0,1,1,4.852030263919617,1.5793972284736488
381,LP002229,1,0,0,1,0,5941,4232.0,296.0,360.0,1.0,1,1,5.69035945432406,1.7387734191348363
382,LP002231,0,0,0,1,0,6000,0.0,156.0,360.0,1.0,2,1,5.049856007249537,1.61935972946482
383,LP002234,1,0,0,1,1,7167,0.0,128.0,360.0,1.0,2,1,4.852030263919617,1.5793972284736488
384,LP002236,1,1,2,1,0,4566,0.0,100.0,360.0,1.0,2,0,4.605170185988092,1.5271796258079011
385,LP002237,1,0,1,1,0,3667,0.0,113.0,180.0,1.0,2,1,4.727387818712341,1.5533727917527633
386,LP002239,1,0,0,0,0,2346,1600.0,132.0,360.0,1.0,1,1,4.882801922586371,1.5857192195601266
387,LP002243,1,1,0,0,0,3010,3136.0,128.0,360.0,0.0,2,0,4.852030263919617,1.5793972284736488
388,LP002244,1,1,0,1,0,2333,2417.0,136.0,360.0,1.0,2,1,4.912654885736052,1.5918145056013675
389,LP002250,1,1,0,1,0,5488,0.0,125.0,360.0,1.0,0,1,4.8283137373023015,1.5744972839952205
390,LP002255,1,0,3,1,0,9167,0.0,185.0,360.0,1.0,0,1,5.220355825078324,1.652565565295187
391,LP002262,1,1,3,1,0,9504,0.0,275.0,360.0,1.0,0,1,5.616771097666572,1.7257569610137753
392,LP002263,1,1,0,1,0,2583,2115.0,120.0,360.0,1.0,2,1,4.787491742782046,1.5660066297600124
393,LP002265,1,1,2,0,0,1993,1625.0,113.0,180.0,1.0,1,1,4.727387818712341,1.5533727917527633
394,LP002266,1,1,2,1,0,3100,1400.0,113.0,360.0,1.0,2,1,4.727387818712341,1.5533727917527633
395,LP002272,1,1,2,1,0,3276,484.0,135.0,360.0,1.0,1,1,4.90527477843843,1.590311111517258
396,LP002277,0,0,0,1,0,3180,0.0,71.0,360.0,0.0,2,0,4.2626798770413155,1.4498980416116356
397,LP002281,1,1,0,1,0,3033,1459.0,95.0,360.0,1.0,2,1,4.553876891600541,1.5159789342503565
398,LP002284,1,0,0,0,0,3902,1666.0,109.0,360.0,1.0,0,1,4.6913478822291435,1.5457199360997627
399,LP002287,0,0,0,1,0,1500,1800.0,103.0,360.0,0.0,1,0,4.634728988229636,1.533577726591972
400,LP002288,1,1,2,0,0,2889,0.0,45.0,180.0,0.0,2,0,3.8066624897703196,1.3367528183009176
401,LP002296,1,0,0,0,0,2755,0.0,65.0,300.0,1.0,0,0,4.174387269895637,1.4289675858306226
402,LP002297,1,0,0,1,0,2500,20000.0,103.0,360.0,1.0,1,1,4.634728988229636,1.533577726591972
403,LP002300,0,0,0,0,0,1963,0.0,53.0,360.0,1.0,1,1,3.970291913552122,1.3788396218579066
404,LP002301,0,0,0,1,1,7441,0.0,194.0,360.0,1.0,0,0,5.267858159063328,1.6616238585115888
405,LP002305,0,0,0,1,0,4547,0.0,115.0,360.0,1.0,1,1,4.74493212836325,1.557077128137304
406,LP002308,1,1,0,0,0,2167,2400.0,115.0,360.0,1.0,2,1,4.74493212836325,1.557077128137304
407,LP002314,0,0,0,0,0,2213,0.0,66.0,360.0,1.0,0,1,4.189654742026425,1.4326183300679207
408,LP002315,1,1,1,1,0,8300,0.0,152.0,300.0,0.0,1,0,5.0238805208462765,1.614202647204422
409,LP002317,1,1,3,1,0,81000,0.0,360.0,360.0,0.0,0,0,5.886104031450156,1.7725943240434965
410,LP002318,0,0,1,0,1,3867,0.0,62.0,360.0,1.0,1,0,4.127134385045092,1.417583312645218
411,LP002319,1,1,0,1,0,6256,0.0,160.0,360.0,1.0,2,1,5.075173815233827,1.6243607736485148
412,LP002328,1,1,0,0,0,6096,0.0,218.0,360.0,0.0,0,0,5.384495062789089,1.6835235388561318
413,LP002332,1,1,0,0,0,2253,2033.0,110.0,360.0,1.0,0,1,4.700480365792417,1.5476647089811362
414,LP002335,0,1,0,0,0,2149,3237.0,178.0,360.0,0.0,1,0,5.181783550292085,1.6451493117368803
415,LP002337,0,0,0,1,0,2995,0.0,60.0,360.0,1.0,2,1,4.0943445622221,1.4096066464289525
416,LP002341,0,0,1,1,0,2600,0.0,160.0,360.0,1.0,2,0,5.075173815233827,1.6243607736485148
417,LP002342,1,1,2,1,1,1600,20000.0,239.0,360.0,1.0,2,0,5.476463551931511,1.700459555401444
418,LP002345,1,1,0,1,0,1025,2773.0,112.0,360.0,1.0,0,1,4.718498871295094,1.5514907132708071
419,LP002347,1,1,0,1,0,3246,1417.0,138.0,360.0,1.0,1,1,4.927253685157205,1.5947817710037706
420,LP002348,1,1,0,1,0,5829,0.0,138.0,360.0,1.0,0,1,4.927253685157205,1.5947817710037706
421,LP002357,0,0,0,0,0,2720,0.0,80.0,360.0,0.0,2,0,4.382026634673881,1.4775113193551406
422,LP002361,1,1,0,1,0,1820,1719.0,100.0,360.0,1.0,2,1,4.605170185988092,1.5271796258079011
423,LP002362,1,1,1,1,0,7250,1667.0,110.0,360.0,0.0,2,0,4.700480365792417,1.5476647089811362
424,LP002364,1,1,0,1,0,14880,0.0,96.0,360.0,1.0,1,1,4.564348191467836,1.5182757199460604
425,LP002366,1,1,0,1,0,2666,4300.0,121.0,360.0,1.0,0,1,4.795790545596741,1.5677385634836343
426,LP002367,0,0,1,0,0,4606,0.0,81.0,360.0,1.0,0,0,4.394449154672439,1.4803421887365897
427,LP002368,1,1,2,1,0,5935,0.0,133.0,360.0,1.0,1,1,4.890349128221754,1.5872636973025485
428,LP002369,1,1,0,1,0,2920,16.12000084,87.0,360.0,1.0,0,1,4.465908118654584,1.4964725796851872
429,LP002370,1,0,0,0,0,2717,0.0,60.0,180.0,1.0,2,1,4.0943445622221,1.4096066464289525
430,LP002377,0,0,1,1,1,8624,0.0,150.0,360.0,1.0,1,1,5.0106352940962555,1.611562712266506
431,LP002379,1,0,0,1,0,6500,0.0,105.0,360.0,0.0,0,0,4.653960350157523,1.537718545324583
432,LP002386,1,0,0,1,0,12876,0.0,405.0,360.0,1.0,1,1,6.003887067106539,1.792407103985142
433,LP002387,1,1,0,1,0,2425,2340.0,143.0,360.0,1.0,1,1,4.962844630259907,1.6019790905057438
434,LP002390,1,0,0,1,0,3750,0.0,100.0,360.0,1.0,2,1,4.605170185988092,1.5271796258079011
435,LP002393,0,1,0,1,0,10047,0.0,128.0,240.0,1.0,1,1,4.852030263919617,1.5793972284736488
436,LP002398,1,0,0,1,0,1926,1851.0,50.0,360.0,1.0,1,1,3.912023005428146,1.3640546328884455
437,LP002401,1,1,0,1,0,2213,1125.0,128.0,360.0,1.0,2,1,4.852030263919617,1.5793972284736488
438,LP002403,1,0,0,1,1,10416,0.0,187.0,360.0,0.0,2,0,5.231108616854587,1.654623228243748
439,LP002407,0,1,0,0,1,7142,0.0,138.0,360.0,1.0,0,1,4.927253685157205,1.5947817710037706
440,LP002408,1,0,0,1,0,3660,5064.0,187.0,360.0,1.0,1,1,5.231108616854587,1.654623228243748
441,LP002409,1,1,0,1,0,7901,1833.0,180.0,360.0,1.0,0,1,5.19295685089021,1.6473032557366176
442,LP002418,1,0,3,0,0,4707,1993.0,148.0,360.0,1.0,1,1,4.997212273764115,1.6088802117007757
443,LP002422,1,0,1,1,0,37719,0.0,152.0,360.0,1.0,1,1,5.0238805208462765,1.614202647204422
444,LP002424,1,1,0,1,0,7333,8333.0,175.0,300.0,1.0,0,1,5.1647859739235145,1.641863663944111
445,LP002429,1,1,1,1,1,3466,1210.0,130.0,360.0,1.0,0,1,4.867534450455582,1.582587535887981
446,LP002434,1,1,2,0,0,4652,0.0,110.0,360.0,1.0,0,1,4.700480365792417,1.5476647089811362
447,LP002435,1,1,0,1,0,3539,1376.0,55.0,360.0,1.0,0,0,4.007333185232471,1.3881259789913998
448,LP002443,1,1,2,1,0,3340,1710.0,150.0,360.0,0.0,0,0,5.0106352940962555,1.611562712266506
449,LP002444,1,0,1,0,1,2769,1542.0,190.0,360.0,1.0,1,0,5.247024072160486,1.657661072489074
450,LP002446,1,1,2,0,0,2309,1255.0,125.0,360.0,0.0,0,0,4.8283137373023015,1.5744972839952205
451,LP002447,1,1,2,0,0,1958,1456.0,60.0,300.0,1.0,2,1,4.0943445622221,1.4096066464289525
452,LP002448,1,1,0,1,0,3948,1733.0,149.0,360.0,0.0,0,0,5.003946305945459,1.6102268623203686
453,LP002449,1,1,0,1,0,2483,2466.0,90.0,180.0,0.0,0,1,4.499809670330265,1.5040351003996315
454,LP002453,1,0,0,1,1,7085,0.0,84.0,360.0,1.0,1,1,4.430816798843313,1.4885839460327333
455,LP002455,1,1,2,1,0,3859,0.0,96.0,360.0,1.0,1,1,4.564348191467836,1.5182757199460604
456,LP002459,1,1,0,1,0,4301,0.0,118.0,360.0,1.0,2,1,4.770684624465665,1.562489821742864
457,LP002467,1,1,0,1,0,3708,2569.0,173.0,360.0,1.0,2,0,5.153291594497779,1.639635655072424
458,LP002472,1,0,2,1,0,4354,0.0,136.0,360.0,1.0,0,1,4.912654885736052,1.5918145056013675
459,LP002473,1,1,0,1,0,8334,0.0,160.0,360.0,1.0,1,0,5.075173815233827,1.6243607736485148
460,LP002478,1,1,0,1,1,2083,4083.0,160.0,360.0,1.0,1,1,5.075173815233827,1.6243607736485148
461,LP002484,1,1,3,1,0,7740,0.0,128.0,180.0,1.0,2,1,4.852030263919617,1.5793972284736488
462,LP002487,1,1,0,1,0,3015,2188.0,153.0,360.0,1.0,0,1,5.030437921392435,1.6155070422290247
463,LP002489,0,0,1,0,0,5191,0.0,132.0,360.0,1.0,1,1,4.882801922586371,1.5857192195601266
464,LP002493,1,0,0,1,0,4166,0.0,98.0,360.0,0.0,1,0,4.584967478670572,1.5227830126997552
465,LP002494,1,0,0,1,0,6000,0.0,140.0,360.0,1.0,0,1,4.941642422609304,1.5976977501549372
466,LP002500,1,1,3,0,0,2947,1664.0,70.0,180.0,0.0,2,0,4.248495242049359,1.4465648595477707
467,LP002501,1,1,0,1,0,16692,0.0,110.0,360.0,1.0,1,1,4.700480365792417,1.5476647089811362
468,LP002502,0,1,2,0,0,210,2917.0,98.0,360.0,1.0,1,1,4.584967478670572,1.5227830126997552
469,LP002505,1,1,0,1,0,4333,2451.0,110.0,360.0,1.0,2,0,4.700480365792417,1.5476647089811362
470,LP002515,1,1,1,1,1,3450,2079.0,162.0,360.0,1.0,1,1,5.087596335232384,1.6268054862616488
471,LP002517,1,1,1,0,0,2653,1500.0,113.0,180.0,0.0,0,0,4.727387818712341,1.5533727917527633
472,LP002519,1,1,3,1,0,4691,0.0,100.0,360.0,1.0,1,1,4.605170185988092,1.5271796258079011
473,LP002522,0,0,0,1,1,2500,0.0,93.0,360.0,1.0,2,1,4.532599493153256,1.511295614460169
474,LP002524,1,0,2,1,0,5532,4648.0,162.0,360.0,1.0,0,1,5.087596335232384,1.6268054862616488
475,LP002527,1,1,2,1,1,16525,1014.0,150.0,360.0,1.0,0,1,5.0106352940962555,1.611562712266506
476,LP002529,1,1,2,1,0,6700,1750.0,230.0,300.0,1.0,1,1,5.438079308923196,1.6934259303119472
477,LP002530,1,1,2,1,0,2873,1872.0,132.0,360.0,0.0,1,0,4.882801922586371,1.5857192195601266
478,LP002531,1,1,1,1,1,16667,2250.0,86.0,360.0,1.0,1,1,4.454347296253507,1.493880539808272
479,LP002533,1,1,2,1,0,2947,1603.0,128.0,360.0,1.0,2,0,4.852030263919617,1.5793972284736488
480,LP002534,0,0,0,0,0,4350,0.0,154.0,360.0,1.0,0,1,5.0369526024136295,1.6168012568351087
481,LP002536,1,1,3,0,0,3095,0.0,113.0,360.0,1.0,0,1,4.727387818712341,1.5533727917527633
